item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales
7.935,0,0.017141985,4,50.035,1987,0,2,1,149.805
12.6,1,0.05639477,12,51.3982,2007,1,1,1,473.3838
17.6,1,0.056379437,5,42.7454,1999,1,0,1,293.6178
19.0,3,0.12953481,9,190.1872,1999,1,0,1,5105.3545
7.5,1,0.036439877,8,175.3028,2007,1,1,1,3010.7476
13.35,1,0.0,4,77.6012,1997,2,0,1,986.7156
8.6,1,0.09019143,9,112.9176,1997,2,0,1,458.0704
12.857645,0,0.30374336,13,196.011,1985,2,0,0,589.233
10.5,2,0.022590319,13,140.6154,1998,1,2,0,283.6308
9.0,1,0.08201152,5,213.3534,1997,2,0,1,1935.4806
4.61,1,0.122843005,7,172.4396,1999,1,0,1,1569.9564
10.895,2,0.05432142,5,146.2102,1998,1,2,0,437.4306
17.6,1,0.049144164,13,112.7176,1999,1,0,1,1717.764
11.65,1,0.040577877,6,188.224,1999,1,0,1,1304.968
19.1,1,0.06740003,9,41.9796,1999,1,0,1,784.3124
17.2,2,0.012036432,3,165.7184,2002,1,1,1,1816.3024
16.5,1,0.07397747,3,206.8638,2002,1,1,1,2070.638
15.6,1,0.14339617,2,128.0994,2002,1,1,1,2184.4897
9.0,1,0.03201648,9,99.6016,2004,2,1,1,1922.8304
15.0,1,0.058346234,13,44.0744,1987,0,2,1,633.8416
12.857645,1,0.14571828,1,94.3436,1985,1,2,3,2269.0464
12.857645,1,0.055806015,12,52.4982,1985,1,2,3,1209.7585
6.195,1,0.07209745,13,119.3098,1999,1,0,1,1205.098
20.2,2,0.11754371,0,197.311,1999,1,0,1,3338.987
20.7,1,0.048718333,6,38.7506,1987,0,2,1,227.7036
20.25,1,0.0591756,9,245.046,2009,1,2,2,4680.574
7.655,1,0.031918284,3,117.7492,1987,0,2,1,695.0952
12.857645,2,0.09558798,6,193.982,1985,2,0,0,579.246
5.92,2,0.019308606,14,49.0692,2007,1,1,1,1478.076
18.75,1,0.023974769,4,99.0042,2007,1,1,1,694.4294
9.395,2,0.10060255,0,88.3856,2002,1,1,1,703.0848
13.35,1,0.09118991,13,149.3708,2004,2,1,1,4514.124
12.857645,2,0.07748063,10,101.399,1985,2,0,0,206.398
19.2,1,0.12973174,9,196.211,1998,1,2,0,589.233
19.0,2,0.1033639,6,226.172,1987,0,2,1,3169.208
14.15,0,0.020714523,6,124.2046,1997,2,0,1,2490.092
20.85,2,0.062212713,0,88.1514,2004,2,1,1,1151.1682
8.63,1,0.031271134,13,186.0582,2007,1,1,1,3900.922
16.7,1,0.026729068,9,248.4776,2009,1,2,2,6439.6177
7.895,2,0.09456718,2,104.5332,1997,2,0,1,1845.5977
7.72,1,0.05193741,6,77.9986,1987,0,2,1,934.7832
5.615,1,0.12648042,8,121.573,2007,1,1,1,3202.498
7.05,2,0.05564489,1,224.9088,1999,1,0,1,2684.5056
14.35,1,0.028519418,8,109.2228,1998,1,2,0,221.0456
8.52,1,0.027101431,14,151.7682,1999,1,0,1,2439.4912
7.645,2,0.067083366,13,44.0112,2007,1,1,1,596.5568
12.1,1,0.020652361,13,149.5734,2009,1,2,2,2227.101
14.8,1,0.08104213,10,192.4846,1997,2,0,1,5159.284
20.75,1,0.021336565,14,153.6024,2009,1,2,2,1366.2216
10.8,1,0.029001987,13,238.6222,2002,1,1,1,8604.799
18.35,1,0.06974517,7,190.2872,1998,1,2,0,378.1744
13.5,2,0.06814889,4,58.6562,2009,1,2,2,711.0744
20.5,1,0.14409408,9,34.819,2007,1,1,1,1061.951
12.35,2,0.18661642,0,78.6328,2009,1,2,2,1004.0264
8.895,1,0.10532386,4,39.1138,2002,1,1,1,609.207
16.7,1,0.022110425,4,110.8886,2002,1,1,1,3558.0352
16.2,1,0.019374767,14,155.8972,2004,2,1,1,2025.3636
7.26,1,0.014482278,10,118.115,2009,1,2,2,1864.24
6.65,1,0.087805785,6,126.7678,1999,1,0,1,1907.517
13.35,1,0.048027042,1,218.9166,1997,2,0,1,5660.632
17.35,1,0.055908266,0,99.8016,2004,2,1,1,607.2096
12.857645,1,0.048522793,6,39.6506,1985,1,2,3,1024.6663
5.46,2,0.032359414,3,187.424,2007,1,1,1,3169.208
18.25,1,0.088807456,5,197.3452,2004,2,1,1,2740.4329
8.185,0,0.04655641,6,47.7692,1999,1,0,1,640.4996
7.5,1,0.05075098,3,122.2072,1997,2,0,1,1960.1152
12.65,1,0.035404053,0,230.601,2004,2,1,1,2067.309
14.3,1,0.13039047,0,77.2328,2004,2,1,1,231.6984
17.85,1,0.07442277,13,128.002,1998,1,2,0,253.004
6.425,1,0.105742544,2,130.5626,1998,1,2,0,131.1626
6.825,2,0.046729337,3,153.4998,2002,1,1,1,2153.1973
12.857645,1,0.073470235,3,205.3638,1985,1,2,3,5383.6587
20.25,1,0.058886476,9,245.546,1987,0,2,1,1724.422
19.2,1,0.18293776,11,243.0196,1999,1,0,1,3615.294
17.7,1,0.020993363,9,166.8474,1998,1,2,0,168.4474
9.695,2,0.029223423,3,175.437,2002,1,1,1,2999.429
12.857645,1,0.0684892,3,259.3278,1985,1,2,3,4165.2446
7.75,0,0.043326512,0,95.6436,2002,1,1,1,1134.5232
12.857645,1,0.13653257,7,159.6578,1985,1,2,3,2888.2405
19.75,2,0.018051092,5,179.866,1999,1,0,1,2696.49
5.325,2,0.23212188,4,55.5298,1998,1,2,0,53.9298
12.857645,2,0.057620563,13,115.4518,1985,2,0,0,113.8518
12.857645,0,0.04586509,8,152.3682,1985,1,2,3,2287.023
12.857645,2,0.021002172,3,185.1924,1985,2,0,0,555.2772
6.71,2,0.029727656,0,66.6142,2007,1,1,1,1120.5414
14.35,1,0.08052707,0,79.296,1987,0,2,1,719.064
15.2,1,0.0,8,47.8034,1999,1,0,1,437.4306
5.82,4,0.0,6,256.633,1999,1,0,1,2050.664
5.59,2,0.056833394,13,61.9168,2009,1,2,2,1214.4192
18.5,2,0.06225692,5,148.0418,1997,2,0,1,2059.985
12.857645,2,0.08951254,13,133.1626,1985,1,2,3,3672.5527
14.0,2,0.060427062,5,153.5656,1997,2,0,1,3089.312
7.605,1,0.216323,6,165.021,1998,1,2,0,815.605
12.857645,1,0.1356124,8,61.1536,1985,2,0,0,61.2536
9.6,1,0.08512595,0,107.128,2002,1,1,1,1278.336
17.7,2,0.12256541,10,103.8674,2007,1,1,1,1528.011
15.7,1,0.0,7,43.377,1998,1,2,0,129.831
13.65,1,0.077670984,8,55.093,2007,1,1,1,1301.639
14.6,2,0.04320181,6,110.1254,2007,1,1,1,1844.9318
15.6,1,0.08821587,13,220.1798,2007,1,1,1,5068.7354
20.25,1,0.036295835,4,217.5482,1987,0,2,1,1095.241
8.02,1,0.18652882,13,151.9998,1998,1,2,0,307.5996
18.35,1,0.09902652,6,93.8462,1987,0,2,1,1295.6469
16.6,0,0.0,3,118.8124,1997,2,0,1,2607.2727
10.0,2,0.06316261,5,228.6668,2004,2,1,1,3455.502
16.1,2,0.06342982,4,179.4318,1999,1,0,1,2345.6133
13.0,2,0.13978511,3,196.2426,1998,1,2,0,197.7426
16.1,2,0.04807227,5,126.5362,2007,1,1,1,1761.7068
19.0,1,0.112097435,5,105.5622,1999,1,0,1,1905.5197
17.6,1,0.010037996,13,163.5552,2004,2,1,1,3086.6487
6.32,1,0.012789884,10,39.1822,2007,1,1,1,1060.6194
9.3,2,0.033431668,10,153.1314,2004,2,1,1,4653.942
11.1,2,0.03623131,5,175.0712,2007,1,1,1,3339.6528
12.857645,1,0.08636096,7,151.2682,1985,1,2,3,2439.4912
6.15,1,0.046232443,0,99.4384,1987,0,2,1,1379.5376
20.85,1,0.09761824,15,223.9746,1997,2,0,1,897.4984
17.1,2,0.046808552,3,141.4838,1997,2,0,1,1404.838
13.15,2,0.03810738,13,86.3856,2009,1,2,2,615.1992
16.5,2,0.09384653,0,95.7068,2004,2,1,1,1069.2748
11.65,1,0.04074406,6,185.924,2007,1,1,1,4101.328
13.15,1,0.022831053,6,160.292,1999,1,0,1,4793.76
19.35,2,0.07687841,13,113.9518,1999,1,0,1,1138.518
19.35,2,0.021501066,6,122.2098,2002,1,1,1,2771.7253
16.5,2,0.07964724,6,101.4332,1987,0,2,1,1948.1309
21.35,1,0.068809465,3,258.5278,2004,2,1,1,5206.556
16.0,2,0.11557055,6,57.5246,2004,2,1,1,173.7738
20.5,1,0.14316437,9,34.919,1987,0,2,1,73.238
19.75,2,0.018008072,5,180.466,1987,0,2,1,3415.554
17.6,1,0.015775777,9,179.1976,2007,1,1,1,3803.0496
4.615,2,0.102407776,3,234.33,2007,1,1,1,3961.51
5.88,1,0.003606726,7,154.1998,2009,1,2,2,1384.1982
11.8,2,0.093801335,13,126.0704,1999,1,0,1,1251.704
17.35,1,0.0,0,101.9016,1987,0,2,1,1821.6288
12.35,2,0.03376086,10,196.9426,1997,2,0,1,5141.3076
12.857645,1,0.031131456,6,111.0228,1985,1,2,3,3205.1611
9.0,1,0.08217784,5,214.1534,2002,1,1,1,1720.4272
6.235,1,0.11885887,9,263.291,1999,1,0,1,3418.883
9.6,1,0.0,13,244.817,2004,2,1,1,4374.306
16.75,1,0.1054489,13,156.163,2007,1,1,1,782.315
17.1,2,0.04688133,3,141.3838,1999,1,0,1,1685.8055
6.825,2,0.07805703,3,154.5998,1998,1,2,0,153.7998
6.78,2,0.14095585,0,92.212,2007,1,1,1,4101.328
16.0,2,0.10718694,0,181.9634,2009,1,2,2,3453.5046
15.0,1,0.15396021,15,105.9938,2004,2,1,1,1179.1318
7.39,1,0.09316085,9,251.3066,2009,1,2,2,1004.0264
17.6,1,0.05629192,5,42.5454,1997,2,0,1,419.454
12.65,2,0.15604396,6,239.6538,1997,2,0,1,3845.661
17.85,1,0.04446349,13,127.102,1997,2,0,1,2024.032
11.15,2,0.00827301,4,150.4708,1987,0,2,1,1956.1204
15.7,3,0.030697824,7,42.877,2004,2,1,1,1168.479
14.65,1,0.0,11,56.4614,1998,1,2,0,55.2614
12.857645,1,0.101281,4,55.0956,1985,1,2,3,2020.0372
18.25,1,0.012300013,6,160.4894,2002,1,1,1,3073.9985
20.7,2,0.0,0,98.7042,2007,1,1,1,1884.8798
15.85,1,0.057313442,13,53.3956,1997,2,0,1,1364.89
6.575,2,0.07562515,1,145.7444,1999,1,0,1,3193.1768
17.75,1,0.030568918,11,177.866,2002,1,1,1,2336.958
12.857645,1,0.19842485,14,185.2924,1985,2,0,0,370.1848
12.857645,2,0.029578727,4,143.5786,1985,1,2,3,3756.4436
12.857645,0,0.21312548,13,44.9428,1985,2,0,0,175.7712
16.7,2,0.12013795,6,181.2976,2007,1,1,1,3078.6592
10.85,1,0.028679894,9,115.1808,1997,2,0,1,2109.2544
10.0,1,0.099804625,13,113.7544,1999,1,0,1,3243.7776
13.65,2,0.044526443,10,37.9532,1998,1,2,0,71.9064
19.0,2,0.16288222,5,46.8718,1998,1,2,0,189.0872
9.6,2,0.022404494,1,102.499,2007,1,1,1,2579.975
12.0,1,0.07597564,0,124.1388,2007,1,1,1,1486.0656
5.925,2,0.09644909,4,43.8086,2004,2,1,1,312.2602
13.0,1,0.041816615,9,254.5014,2004,2,1,1,4845.0264
8.18,2,0.08286769,5,58.5588,2007,1,1,1,171.7764
12.8,1,0.07621429,6,96.541,2002,1,1,1,1834.279
19.2,1,0.12430197,3,89.7488,2002,1,1,1,2082.6223
14.5,2,0.09720113,13,159.4262,1997,2,0,1,2705.1455
5.19,1,0.04286197,5,196.811,2007,1,1,1,3731.809
13.3,2,0.0713931,6,61.0536,1987,0,2,1,1592.5936
19.6,1,0.041256808,9,88.8514,1987,0,2,1,2125.2336
17.75,1,0.034746077,4,248.275,2004,2,1,1,998.7
12.35,1,0.093441606,13,119.1124,1999,1,0,1,3673.8845
14.35,1,0.017024597,8,109.8228,1987,0,2,1,2099.933
6.365,1,0.007363189,5,63.2536,2002,1,1,1,1225.072
12.857645,1,0.014484582,14,143.9102,1985,1,2,3,3062.0142
12.857645,2,0.011937183,3,184.7924,1985,1,2,3,4442.218
14.75,1,0.032862976,8,238.6906,1987,0,2,1,4278.4307
12.15,1,0.015484763,5,211.9928,1999,1,0,1,631.1784
6.59,1,0.026163192,9,121.5098,1987,0,2,1,602.549
12.6,2,0.073920436,4,255.6356,1997,2,0,1,2797.6917
12.857645,1,0.0863524,6,149.8734,1985,2,0,0,445.4202
12.857645,1,0.03976832,11,83.9908,1985,1,2,3,2348.9424
12.857645,2,0.015950065,1,47.7402,1985,1,2,3,1975.4286
12.857645,2,0.08200256,5,59.2588,1985,1,2,3,1374.2112
7.325,1,0.09330767,6,92.7146,1987,0,2,1,2006.7212
12.857645,1,0.14319938,1,175.837,1985,2,0,0,352.874
15.1,2,0.01996518,5,130.531,1999,1,0,1,908.817
12.857645,2,0.1161088,0,164.121,1985,1,2,3,6035.477
8.51,4,0.07833908,13,172.9422,1987,0,2,1,1379.5376
12.857645,1,0.23765135,6,170.2106,1985,2,0,0,171.1106
20.35,2,0.031102572,4,257.2672,2007,1,1,1,2045.3376
17.85,1,0.01809742,8,96.9094,2009,1,2,2,1332.9316
18.25,1,0.07804122,13,258.4962,2009,1,2,2,2848.9583
17.6,1,0.08226356,8,160.492,1987,0,2,1,1278.336
10.895,1,0.026880158,5,106.428,1997,2,0,1,1491.392
11.85,1,0.22206335,4,99.6726,1998,1,2,0,195.7452
12.857645,1,0.14258975,9,35.919,1985,1,2,3,585.904
14.1,1,0.12629299,6,88.6198,2009,1,2,2,1133.8574
15.15,2,0.012260981,13,131.7284,2004,2,1,1,1186.4556
17.25,1,0.05869048,4,91.612,1998,1,2,0,93.212
17.6,1,0.018982338,8,237.059,2009,1,2,2,2836.308
14.6,1,0.05940515,9,179.6976,1997,2,0,1,3621.952
10.1,1,0.027059264,10,76.467,2004,2,1,1,1761.041
10.5,1,0.07124444,5,119.2098,2004,2,1,1,1325.6078
12.6,1,0.007455054,9,186.9556,2004,2,1,1,3942.8677
18.7,1,0.046088275,8,153.6682,1997,2,0,1,3506.7686
5.985,0,0.09618556,5,127.1678,2009,1,2,2,3560.6985
12.1,1,0.11487406,0,221.4114,1997,2,0,1,5099.3623
13.0,2,0.08364372,3,196.0426,1999,1,0,1,2570.6538
19.2,2,0.022965292,6,181.695,2002,1,1,1,2563.33
5.78,1,0.014584584,14,146.3102,2002,1,1,1,2187.153
7.17,2,0.059716728,6,130.9968,2004,2,1,1,2348.9424
20.85,2,0.062224478,0,88.1514,1997,2,0,1,1682.4766
18.75,1,0.03436069,9,215.7218,1999,1,0,1,4274.436
7.5,1,0.050708745,3,123.4072,1987,0,2,1,3185.1873
10.395,2,0.036957778,10,230.5352,2002,1,1,1,4580.704
12.8,2,0.023530953,10,223.5404,1997,2,0,1,1800.3232
11.65,2,0.058681957,0,170.4422,1987,0,2,1,517.3266
20.2,1,0.06472815,13,258.0646,2007,1,1,1,5668.621
11.35,2,0.0,13,103.0016,2004,2,1,1,2125.2336
8.71,2,0.12077345,3,186.5924,1998,1,2,0,555.2772
8.31,2,0.115911976,13,177.3028,2002,1,1,1,1948.1309
19.0,2,0.10985775,6,188.8214,1998,1,2,0,188.4214
7.5,1,0.0508539,3,121.7072,2002,1,1,1,367.5216
6.525,1,0.09029571,9,84.6882,1997,2,0,1,601.2174
12.857645,1,0.029084548,5,122.0098,1985,2,0,0,361.5294
12.857645,1,0.026769591,9,77.0354,1985,1,2,3,2332.2974
6.985,2,0.13758045,10,182.8608,1999,1,0,1,4042.7375
11.3,1,0.06681657,9,192.2478,2002,1,1,1,1356.2346
6.115,2,0.01179078,14,189.053,1998,1,2,0,948.765
9.5,2,0.03692178,10,194.2452,1998,1,2,0,782.9808
15.7,1,0.12274239,3,134.2942,2002,1,1,1,1192.4478
16.0,1,0.08997129,4,143.2154,1997,2,0,1,1701.7848
13.1,2,0.099186994,5,198.7768,2009,1,2,2,3153.2288
12.857645,1,0.0,7,39.0164,1985,1,2,3,1042.6428
16.85,3,0.03659601,13,90.6488,2007,1,1,1,633.8416
12.857645,1,0.041821226,14,107.628,1985,2,0,0,213.056
14.85,2,0.016635489,13,157.563,1998,1,2,0,312.926
18.2,1,0.0900841,6,197.211,2002,1,1,1,3142.576
11.0,1,0.008960445,10,119.1756,1999,1,0,1,1696.4584
21.1,2,0.1624185,6,64.9168,2007,1,1,1,639.168
15.2,1,0.056237906,9,110.7912,1998,1,2,0,109.1912
12.857645,1,0.07149857,7,37.7506,1985,1,2,3,796.9626
9.06,1,0.009791467,11,213.256,1999,1,0,1,4687.232
11.5,1,0.07282089,6,191.253,1987,0,2,1,3036.048
11.15,1,0.07335429,11,66.8142,2004,2,1,1,2372.9111
13.5,2,0.06801005,4,57.2562,2002,1,1,1,770.3306
15.1,2,0.087406866,6,221.8456,1997,2,0,1,663.1368
8.3,2,0.030198228,0,98.2384,1999,1,0,1,2167.8447
14.15,2,0.024442501,6,196.411,1999,1,0,1,2749.754
12.857645,1,0.033436336,9,107.3912,1985,1,2,3,3057.3535
8.365,2,0.039844427,6,190.1188,1997,2,0,1,1904.188
11.85,2,0.055805027,0,53.0666,1999,1,0,1,512.666
19.6,1,0.047888607,8,42.277,2004,2,1,1,605.878
19.0,2,0.06573597,6,189.6214,1999,1,0,1,2826.321
18.25,1,0.07608971,13,212.9218,1999,1,0,1,3846.9924
19.85,2,0.020908607,13,63.5194,1999,1,0,1,557.2746
12.85,1,0.030678825,15,251.704,2002,1,1,1,3542.056
12.857645,1,0.11138143,5,106.7622,1985,1,2,3,2964.1416
19.6,1,0.039738394,13,163.7526,2009,1,2,2,2960.1467
15.7,2,0.01903743,6,60.5536,2007,1,1,1,490.0288
13.3,1,0.06356617,5,151.3708,1997,2,0,1,3611.2993
10.395,1,0.11255385,13,59.022,2009,1,2,2,1378.206
10.5,2,0.013493914,13,143.7154,2004,2,1,1,3119.9387
19.35,1,0.11810277,13,224.8088,1997,2,0,1,2013.3792
14.1,1,0.06682033,13,198.9084,1987,0,2,1,4761.802
8.6,2,0.040205535,3,188.753,1997,2,0,1,7590.12
17.1,1,0.038816117,9,166.4842,2002,1,1,1,1326.2736
12.857645,2,0.07634893,13,32.8558,1985,1,2,3,713.0718
20.5,1,0.032819636,9,38.9822,1999,1,0,1,982.055
15.1,2,0.09624984,10,134.4942,1999,1,0,1,2119.9072
6.69,2,0.0,10,176.937,2007,1,1,1,4234.488
12.857645,1,0.0,14,121.044,1985,1,2,3,2396.88
7.905,1,0.010003987,13,250.7408,1987,0,2,1,5757.8384
18.0,1,0.12445205,5,118.5124,1997,2,0,1,1303.6364
7.84,2,0.15436321,3,50.835,2007,1,1,1,599.22
15.15,2,0.06655127,5,144.676,2007,1,1,1,3954.852
15.2,2,0.17370355,6,175.8054,1998,1,2,0,1050.6324
19.85,1,0.054025643,12,197.2768,1997,2,0,1,6503.534
12.857645,1,0.03523927,0,231.601,1985,1,2,3,5972.226
7.325,1,0.09338538,6,91.3146,1997,2,0,1,1641.8628
5.88,1,0.024937792,9,148.4392,2002,1,1,1,2087.9487
10.695,2,0.060654268,2,174.7712,2004,2,1,1,3339.6528
12.857645,1,0.06912336,14,106.0938,1985,1,2,3,2787.0388
20.25,0,0.025953257,9,179.5976,1997,2,0,1,2535.3665
8.05,2,0.07884393,6,257.0646,2007,1,1,1,8760.597
11.65,1,0.033851784,12,112.186,2004,2,1,1,1018.674
19.35,1,0.11834229,13,222.6088,2002,1,1,1,1789.6704
7.235,1,0.058121216,13,115.8834,2004,2,1,1,1382.2008
12.15,1,0.015457803,5,209.9928,2004,2,1,1,5259.82
8.615,3,0.11615223,6,94.1436,1987,0,2,1,1512.6976
6.765,2,0.087260105,5,105.0306,1997,2,0,1,2090.612
10.3,2,0.0111263,13,87.254,1997,2,0,1,1211.756
13.15,2,0.038167454,13,89.4856,2007,1,1,1,1230.3984
8.84,2,0.07654763,5,109.5228,2004,2,1,1,1657.842
8.26,2,0.0,14,122.573,2002,1,1,1,739.038
20.1,1,0.074931204,4,108.9228,2009,1,2,2,1105.228
9.695,1,0.0,6,185.1898,2004,2,1,1,2619.257
18.85,1,0.16758388,9,194.6136,1997,2,0,1,2721.7903
18.25,1,0.054318517,13,140.9154,1999,1,0,1,6381.693
12.857645,2,0.060800117,10,44.4744,1985,1,2,3,769.6648
5.32,1,0.0,8,101.7674,1987,0,2,1,1120.5414
8.115,4,0.032152787,3,157.3972,2004,2,1,1,1869.5664
15.1,1,0.055840056,9,139.8496,1997,2,0,1,1411.496
8.42,1,0.070968084,9,215.9192,2007,1,1,1,1941.4728
9.0,1,0.081996016,5,216.2534,2004,2,1,1,4301.068
8.18,2,0.08273726,5,57.3588,2009,1,2,2,343.5528
12.857645,1,0.011206632,3,191.4188,1985,1,2,3,3998.795
15.35,1,0.014047825,5,36.719,2002,1,1,1,585.904
20.6,2,0.04598239,13,177.0344,1987,0,2,1,535.3032
9.3,1,0.04225626,7,124.4388,1987,0,2,1,1609.9044
19.6,1,0.0,8,42.877,1999,1,0,1,649.155
11.3,1,0.056424145,0,247.8118,2004,2,1,1,2223.1062
12.857645,1,0.17025447,13,124.8704,1985,1,2,3,2127.8967
15.3,2,0.08474916,3,215.5218,2004,2,1,1,4060.714
8.235,1,0.014541462,8,184.495,2007,1,1,1,3844.995
15.2,1,0.0917633,13,228.5352,1997,2,0,1,1832.2816
12.857645,3,0.06985168,6,110.9912,1985,1,2,3,1310.2944
9.0,1,0.03900419,14,37.019,2002,1,1,1,659.142
9.0,4,0.05060313,3,150.9024,2002,1,1,1,4402.2695
15.35,2,0.113195814,6,190.8504,2004,2,1,1,3643.2576
12.857645,2,0.13432762,13,35.0558,1985,2,0,0,33.9558
20.1,2,0.054584205,6,193.382,2004,2,1,1,4247.804
10.3,2,0.018623145,13,87.854,1998,1,2,0,259.662
12.35,1,0.093278915,13,118.7124,2004,2,1,1,2607.2727
8.88,1,0.0869572,7,152.5682,2002,1,1,1,1372.2137
15.85,1,0.13689554,1,176.437,1998,1,2,0,529.311
14.1,1,0.09004308,3,140.1496,2009,1,2,2,846.8976
20.25,1,0.014251461,9,148.6418,2002,1,1,1,2648.5525
16.5,1,0.035711426,8,93.612,1999,1,0,1,1584.604
13.6,2,0.043655153,6,156.7946,1997,2,0,1,3629.276
12.857645,2,0.108568065,14,42.9112,1985,1,2,3,809.6128
20.35,1,0.090480216,13,119.5466,1998,1,2,0,117.8466
7.275,1,0.027942358,13,145.076,2004,2,1,1,1611.236
19.7,1,0.04173051,5,109.2912,2004,2,1,1,2402.2063
12.857645,1,0.09958991,5,109.1886,1985,1,2,3,4225.167
12.857645,1,0.29493922,5,47.106,1985,2,0,0,139.818
14.15,1,0.008829806,9,196.811,2009,1,2,2,4517.453
19.0,1,0.06772233,13,130.8626,2009,1,2,2,1573.9512
12.857645,1,0.060405783,0,234.5616,1985,1,2,3,6796.4863
20.5,1,0.0,9,37.119,2009,1,2,2,842.237
6.96,1,0.07719356,14,89.9146,1997,2,0,1,1277.0044
15.35,1,0.013869039,5,62.5168,2009,1,2,2,447.4176
17.1,1,0.06729025,9,114.586,2002,1,1,1,1584.604
10.195,2,0.14696038,5,142.2838,2002,1,1,1,1685.8055
12.857645,1,0.018632082,3,82.9908,1985,2,0,0,503.3448
5.78,1,0.096536085,1,162.8552,1999,1,0,1,3574.0144
6.385,1,0.08400831,7,108.2596,2002,1,1,1,1186.4556
12.857645,1,0.005638944,0,184.9924,1985,1,2,3,3146.5708
9.3,1,0.01601936,4,248.5092,2004,2,1,1,6474.2393
13.65,2,0.13187274,4,188.024,1998,1,2,0,745.696
9.195,0,0.114863925,5,59.0246,2004,2,1,1,1853.5872
9.17,1,0.10313892,0,141.747,1999,1,0,1,3006.087
12.6,1,0.056191303,12,53.2982,2002,1,1,1,736.3748
14.85,1,0.01867669,3,188.7214,2007,1,1,1,3956.8494
19.35,2,0.021578923,6,120.5098,2007,1,1,1,1807.647
18.7,1,0.0,14,52.2324,2004,2,1,1,467.3916
5.46,2,0.03224266,3,187.624,2002,1,1,1,3542.056
8.785,1,0.025962714,6,120.9414,2004,2,1,1,1949.4624
12.6,1,0.096407555,13,210.8612,2002,1,1,1,3344.9792
8.76,1,0.050256602,8,127.3336,2009,1,2,2,2684.5056
12.3,2,0.05823462,13,58.7562,2002,1,1,1,592.562
19.6,1,0.023931216,9,103.1964,1987,0,2,1,736.3748
12.857645,0,0.28406587,13,105.5622,1985,2,0,0,211.7244
8.155,2,0.033692088,5,76.2354,2009,1,2,2,1279.0018
12.857645,2,0.023417003,10,223.8404,1985,1,2,3,7201.293
7.97,1,0.03464783,14,171.2422,2007,1,1,1,3103.9597
18.85,1,0.14221922,3,167.6132,2009,1,2,2,1522.0188
11.1,1,0.11089655,6,191.5846,2002,1,1,1,2101.9307
9.6,1,0.006708517,9,164.6184,1999,1,0,1,2972.131
9.27,1,0.10341926,4,148.105,1998,1,2,0,149.805
13.35,1,0.032180496,10,61.2194,1997,2,0,1,433.4358
11.3,2,0.06671738,5,260.8962,2004,2,1,1,4920.9277
19.0,1,0.12881467,13,107.6622,2007,1,1,1,1164.4843
12.3,1,0.111500256,0,35.6874,2002,1,1,1,846.8976
6.425,1,0.010497273,3,118.3808,2007,1,1,1,2812.339
11.5,2,0.020653604,4,84.954,2009,1,2,2,865.54
5.19,1,0.04268715,5,195.911,1999,1,0,1,2946.165
12.15,1,0.021705417,1,163.5184,1987,0,2,1,3137.2495
15.25,1,0.026651183,13,86.6198,1999,1,0,1,1657.1761
11.8,2,0.1069681,4,221.6772,1987,0,2,1,3113.2808
15.7,2,0.030686952,13,253.4724,2002,1,1,1,1510.0344
16.75,2,0.008191729,3,103.5674,1997,2,0,1,1629.8784
10.8,2,0.048218142,0,42.2138,1999,1,0,1,690.4346
11.8,2,0.10703694,4,220.3772,2004,2,1,1,4447.544
12.857645,1,0.032381326,10,166.1842,1985,1,2,3,5470.8784
7.81,2,0.034043502,13,168.7158,1999,1,0,1,2673.8528
11.1,2,0.036027525,5,177.2712,1997,2,0,1,3339.6528
12.85,1,0.0,5,38.3164,2004,2,1,1,502.0132
10.5,2,0.02498633,6,216.7508,2004,2,1,1,3038.7112
6.135,1,0.115032405,14,161.0236,1997,2,0,1,1288.9888
12.857645,1,0.06876592,1,216.9166,1985,1,2,3,4354.332
12.857645,1,0.006727008,11,125.173,1985,1,2,3,3202.498
9.3,1,0.016087659,4,249.6092,2009,1,2,2,5976.2207
16.6,1,0.0,5,54.6614,2007,1,1,1,884.1824
8.51,1,0.051936086,9,142.947,2004,2,1,1,3006.087
8.645,1,0.1442339,8,95.441,2007,1,1,1,3282.394
8.6,2,0.05443912,1,128.831,1987,0,2,1,1038.648
12.857645,1,0.0330593,6,196.4768,1985,1,2,3,6306.4575
14.5,1,0.089778185,8,158.4604,1997,2,0,1,2693.827
6.65,1,0.053372767,3,149.5734,1999,1,0,1,2524.0479
20.1,2,0.022406574,6,225.9036,1987,0,2,1,3643.2576
15.25,2,0.065896556,13,179.266,1997,2,0,1,1438.128
17.7,1,0.0883052,4,182.3292,2007,1,1,1,4195.8716
7.075,1,0.022566974,5,97.3068,1997,2,0,1,1263.6884
11.5,1,0.0,6,129.3652,1987,0,2,1,2066.6433
5.82,2,0.07775643,6,254.533,2007,1,1,1,1281.665
8.785,1,0.020609219,14,155.1656,1999,1,0,1,4016.1057
5.465,2,0.0,0,129.1626,1997,2,0,1,3672.5527
12.857645,1,0.013066448,9,140.9154,1985,1,2,3,2127.231
12.857645,4,0.1351182,5,52.564,1985,1,2,3,2290.352
15.7,2,0.030624844,13,252.2724,1997,2,0,1,1258.362
7.39,3,0.09270568,9,251.9066,1987,0,2,1,4267.1123
12.857645,1,0.04294156,1,102.9332,1985,2,0,0,102.5332
